"","pfam_desc","gene_name1"
"563","OB-fold nucleic acid binding domain","AT4G33760"
"564","tRNA synthetases class II (D, K and N)","AT4G33760"
"565","GAD domain","AT4G33760"
"566","GDP-fucose protein O-fucosyltransferase","AT5G01100"
"567","Mo25-like","AT5G18940"
"568","GDSL-like Lipase/Acylhydrolase","AT1G59030"
"569","Inosine-uridine preferring nucleoside hydrolase","AT1G05620"
"570","Core histone H2A/H2B/H3/H4","AT5G54640"
"571","tify domain","AT1G30135"
"572","Divergent CCT motif","AT1G30135"
"573","Auxin responsive protein","AT1G29420"
"574","Cyclin","AT2G45080"
"575","Leucine Rich Repeat","AT2G33050"
"576","F-box domain","AT3G22710"
"577","F-box associated","AT3G22710"
"578","Homeobox domain","AT3G03660"
"579","LNS2 (Lipin/Ned1/Smp2)","AT3G09560"
"580","lipin, N-terminal conserved region","AT3G09560"
"581","IBR domain","AT3G53690"
"582","Thioredoxin","AT3G53220"
"583","Zinc finger, C3HC4 type (RING finger)","AT5G49665"
"584","von Willebrand factor type A domain","AT5G49665"
"585","HEAT repeat","AT5G13060"
"586","Armadillo/beta-catenin-like repeat","AT5G13060"
"587","BTB/POZ domain","AT5G13060"
"588","Development and cell death domain","AT2G35140"
"589","Cytochrome P450","AT1G11680"
"590","RWP-RK domain","AT5G53040"
"591","Dynamin GTPase effector domain","AT2G14120"
"592","Dynamin family","AT2G14120"
"593","Dynamin central region","AT2G14120"
"594","2OG-Fe(II) oxygenase superfamily","AT5G43440"
"595","Protein of unknown function (DUF3657)","AT1G58350"
"596","Putative serine esterase (DUF676)","AT1G58350"
"597","Cytochrome P450","AT3G48520"
"598","Reversibly glycosylated polypeptide","AT3G08900"
"599","NB-ARC domain","AT1G72940"
"600","TIR domain","AT1G72940"
"601","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT5G19350"
"602","Peroxidase","AT5G05340"
"603","PPR repeat","AT4G14050"
"604","Protein of unknown function (DUF506)","AT1G62420"
"605","RNA polymerase Rpb7-like, N-terminal domain","AT1G75670"
"606","Strictosidine synthase","AT3G57020"
"607","Protein tyrosine kinase","AT1G48210"
"608","BRCA1 C Terminus (BRCT) domain","AT1G80420"
"609","UDP-glucoronosyl and UDP-glucosyl transferase","AT1G51210"
"610","GHMP kinases N terminal domain","AT2G17265"
"611","GHMP kinases C terminal","AT2G17265"
"612","F-box domain","AT2G16365"
"613","Cytochrome P450","AT5G48000"
"614","UDP-glucoronosyl and UDP-glucosyl transferase","AT2G43840"
"615","Copper amine oxidase, N2 domain","AT1G31690"
"616","Copper amine oxidase, N3 domain","AT1G31690"
"617","Copper amine oxidase, enzyme domain","AT1G31690"
"618","U-box domain","AT5G65500"
"619","Protein tyrosine kinase","AT5G65500"
"620","DnaJ domain","AT1G68370"
"621","2OG-Fe(II) oxygenase superfamily","AT3G51240"
"622","Zinc finger, C3HC4 type (RING finger)","AT5G41440"
"623","Protein of unknown function (DUF567)","AT3G14260"
"624","Nodulin-like","AT1G31470"
"625","Core histone H2A/H2B/H3/H4","AT1G07660"
"626","SET domain","AT5G09790"
"627","PHD-finger","AT5G09790"
"628","Domain of unknown function (DUF588)","AT5G44550"
"629","Rhodanese-like domain","AT3G08920"
"630","Auxin responsive protein","AT3G61900"
"631","Ribulose-1,5-bisphosphate carboxylase small subunit","AT1G67090"
"632","Ribulose bisphosphate carboxylase, small chain","AT1G67090"
"633","Helicase conserved C-terminal domain","AT1G08600"
"634","SNF2 family N-terminal domain","AT1G08600"
"635","Myb-like DNA-binding domain","AT3G60460"
"636","CCT motif","AT3G07650"
"637","B-box zinc finger","AT3G07650"
"638","Ankyrin repeat","AT2G17390"
"639","Protein of unknown function (DUF1423)","AT4G30200"
"640","Fibronectin type III domain","AT4G30200"
"641","Homeobox domain","AT2G33880"
"642","AMP-binding enzyme","AT1G55320"
"643","BTB/POZ domain","AT3G43700"
"644","MATH domain","AT3G43700"
"645","F-box domain","AT1G48400"
"646","THO complex subunit 1 transcription elongation factor","AT5G09860"
"647","Sulfotransferase domain","AT2G14920"
"648","Core histone H2A/H2B/H3/H4","AT3G46320"
"649","ACT domain","AT1G76990"
"650","60s Acidic ribosomal protein","AT3G09200"
"651","Ribosomal protein L10","AT3G09200"
"652","Methyltransferase domain","AT1G55450"
"653","Cyclin, C-terminal domain","AT1G70210"
"654","Cyclin, N-terminal domain","AT1G70210"
"655","2OG-Fe(II) oxygenase superfamily","AT4G22880"
"656","Helix-loop-helix DNA-binding domain","AT4G29930"
"657","Auxin responsive protein","AT5G66260"
"658","Bucentaur or craniofacial development","AT5G30490"
"659","WD40-like Beta Propeller Repeat","AT1G21670"
"660","Ribosomal protein S28e","AT5G64140"
"661","Mur ligase middle domain","AT5G41480"
"662","Regulator of G protein signaling domain","AT3G26090"
"663","PRONE (Plant-specific Rop nucleotide exchanger)","AT4G13240"
"664","alpha/beta hydrolase fold","AT5G19850"
"665","SET domain","AT5G06620"
"666","FHA domain","AT5G38840"
"667","Aminotransferase class I and II","AT1G17290"
"668","ARD/ARD' family","AT4G14710"
"669","Protein of unknown function (DUF793)","AT4G23530"
"670","Protein phosphatase 2C","AT5G02400"
"671","Myb-like DNA-binding domain","AT1G35515"
"672","F/Y rich C-terminus","AT3G01460"
"673","F/Y-rich N-terminus","AT3G01460"
"674","Methyl-CpG binding domain","AT3G01460"
"675","PHD-finger","AT3G01460"
"676","Actin","AT3G33520"
"677","Phytosulfokine precursor protein (PSK)","AT3G49780"
"678","Protein of unknown function DUF260","AT3G27940"
"679","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 1","AT1G25350"
"680","tRNA synthetases class I (E and Q), catalytic domain","AT1G25350"
"681","Glutaminyl-tRNA synthetase, non-specific RNA binding region part 2","AT1G25350"
"682","tRNA synthetases class I (E and Q), anti-codon binding domain","AT1G25350"
"683","Zinc finger, C3HC4 type (RING finger)","AT5G22000"
"684","Erg28 like protein","AT1G10030"
"685","PPR repeat","AT4G20740"
"686","Regulator of chromosome condensation (RCC1) repeat","AT1G65920"
"687","Disease resistance/zinc finger/chromosome condensation-like region","AT1G65920"
"688","FYVE zinc finger","AT1G65920"
"689","AP2 domain","AT4G36920"
"690","LEM3 (ligand-effect modulator 3) family / CDC50 family","AT1G79450"
"691","Sec7 domain","AT5G39500"
"692","Ribosomal protein S19","AT1G04270"
"693","Helicase conserved C-terminal domain","AT5G19310"
"694","SNF2 family N-terminal domain","AT5G19310"
"695","Protein of unknown function, DUF593","AT3G11850"
"696","Lumazine binding domain","AT2G20690"
"697","Phosphotransferase enzyme family","AT1G49820"
"698","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G32790"
"699","Ataxin-2 C-terminal region","AT1G32790"
"700","Endoplasmic Reticulum Oxidoreductin 1 (ERO1)","AT1G72280"
"701","Plant protein of unknown function (DUF641)","AT3G60680"
"702","CBS domain","AT1G69800"
"703","Sugar (and other) transporter","AT3G54700"
"704","Histidine acid phosphatase","AT1G09870"
"705","Domain of unknown function (DUF588)","AT2G36330"
"706","Sulfate transporter family","AT1G80310"
"707","AP2 domain","AT2G39250"
"708","Putative hydroxyindole-O-methyltransferase","AT5G44450"
"709","Breast carcinoma amplified sequence 2 (BCAS2)","AT3G18165"
"710","Family of unknown function (DUF577)","AT5G37410"
"711","Sec23/Sec24 helical domain","AT4G14160"
"712","Sec23/Sec24 beta-sandwich domain","AT4G14160"
"713","Sec23/Sec24 trunk domain","AT4G14160"
"714","Sec23/Sec24 zinc finger","AT4G14160"
"715","Pyridoxal-phosphate dependent enzyme","AT1G55880"
"716","Aminotransferase class IV","AT5G57850"
"717","Xyloglucan endo-transglycosylase (XET) C-terminus","AT4G18990"
"718","Glycosyl hydrolases family 16","AT4G18990"
"719","Cyclic nucleotide-binding domain","AT1G01710"
"720","Acyl-CoA thioesterase","AT1G01710"
"721","F-box domain","AT4G07400"
"722","BTB/POZ domain","AT1G55760"
"723","PPR repeat","AT1G13630"
"724","GMC oxidoreductase","AT3G23410"
"725","Tetraspanin family","AT2G20740"
"726","Galactose binding lectin domain","AT3G53065"
"727","NB-ARC domain","AT5G47280"
"728","TIR domain","AT4G19925"
"729","Protein tyrosine kinase","AT1G66910"
"730","C2 domain","AT2G01540"
"731","Protein of unknown function, DUF547","AT3G18900"
"732","Actin","AT5G09810"
"733","PP-loop family","AT3G24560"
"734","Eukaryotic translation initiation factor 3 subunit G","AT3G11400"
"735","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT3G11400"
"736","AMP-binding enzyme","AT3G21230"
"737","Mitochondrial ATP synthase g subunit","AT4G26210"
"738","X8 domain","AT3G23770"
"739","Glycosyl hydrolases family 17","AT3G23770"
"740","Cyclic nucleotide-binding domain","AT4G32500"
"741","Domain of unknown function (DUF3354)","AT4G32500"
"742","Ion transport protein","AT4G32500"
"743","Ankyrin repeat","AT4G32500"
"744","FAD binding domain","AT4G38540"
"745","WRKY DNA -binding domain","AT3G04670"
"746","Plant zinc cluster domain","AT3G04670"
"747","Pectate lyase","AT4G24780"
"748","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT1G67770"
"749","RNA recognition motif 2","AT1G67770"
"750","Adenylate kinase","AT5G26667"
"751","XS domain","AT5G59390"
"752","XH domain","AT5G59390"
"753","Inositol monophosphatase family","AT5G64000"
"754","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT5G04210"
"755","ATP synthase (E/31 kDa) subunit","AT1G64200"
"756","B3 DNA binding domain","AT3G24650"
"757","Domain of unknown function (DUF588)","AT3G23200"
"758","La domain","AT5G21160"
"759","F-box domain","AT2G29910"
"760","Leucine Rich Repeat","AT2G29910"
"761","PA domain","AT2G14720"
"762","Auxin responsive protein","AT5G42410"
"763","short chain dehydrogenase","AT3G26760"
"764","Leucine Rich Repeat","AT2G30105"
"765","Ubiquitin family","AT2G30105"
"766","ATPase family associated with various cellular activities (AAA)","AT4G24860"
"767","ABC transporter","AT1G17840"
"768","ABC-2 type transporter","AT1G17840"
"769","La domain","AT4G32720"
"770","RNA recognition motif. (a.k.a. RRM, RBD, or RNP domain)","AT4G32720"
"771","RNA binding motif","AT4G32720"
"772","BT1 family","AT5G10820"
"773","linker histone H1 and H5 family","AT1G06760"
"774","CRAL/TRIO domain","AT2G21540"
"775","CRAL/TRIO, N-terminus","AT2G21540"
"776","Kinesin-associated protein (KAP)","AT3G54850"
"777","U-box domain","AT3G54850"
"778","Armadillo/beta-catenin-like repeat","AT3G54850"
"779","Zeta toxin","AT2G30630"
"780","Response regulator receiver domain","AT2G40670"
"781","GH3 auxin-responsive promoter","AT2G23170"
"782","Protein tyrosine kinase","AT3G55450"
"783","PHD-finger","AT1G50620"
"784","Thioredoxin","AT3G20560"
"785","Endoplasmic reticulum vesicle transporter","AT3G20560"
"786","pfkB family carbohydrate kinase","AT4G28706"
"787","ELM2 domain","AT4G11400"
"788","ARID/BRIGHT DNA binding domain","AT4G11400"
"789","C1 domain","AT4G01920"
"790","C1-like domain","AT4G01920"
"791","Acetyltransferase (GNAT) family","AT5G11340"
"792","ATP synthase alpha/beta chain, C terminal domain","AT1G76030"
"793","ATP synthase alpha/beta family, beta-barrel domain","AT1G76030"
"794","ATP synthase alpha/beta family, nucleotide-binding domain","AT1G76030"
"795","D-mannose binding lectin","AT1G61400"
"796","PAN-like domain","AT1G61400"
"797","Domain of unknown function (DUF3403)","AT1G61400"
"798","Protein tyrosine kinase","AT1G61400"
"799","S-locus glycoprotein family","AT1G61400"
"800","2OG-Fe(II) oxygenase superfamily","AT1G52800"
"801","Anion-transporting ATPase","AT1G01910"
"802","CDP-alcohol phosphatidyltransferase","AT4G38570"
"803","Spt4/RpoE2 zinc finger","AT5G63670"
"804","F-box domain","AT2G02030"
"805","PPR repeat","AT5G40405"
"806","Putative serine esterase (DUF676)","AT1G10040"
"807","Protein of unknown function (DUF740)","AT1G21830"
"808","Protease inhibitor/seed storage/LTP family","AT4G27140"
"809","AIG1 family","AT1G33890"
"810","Elongation factor Tu C-terminal domain","AT1G07940"
"811","Elongation factor Tu domain 2","AT1G07940"
"812","Elongation factor Tu GTP binding domain","AT1G07940"
"813","Tetratricopeptide repeat","AT2G41520"
"814","DnaJ domain","AT2G41520"
"815","Bacterial extracellular solute-binding proteins, family 3","AT1G05200"
"816","Ligand-gated ion channel","AT1G05200"
"817","Receptor family ligand binding region","AT1G05200"
"818","alpha/beta hydrolase fold","AT3G10840"
"819","MULE transposase domain","AT1G52520"
"820","SWIM zinc finger","AT1G52520"
"821","FAR1 DNA-binding domain","AT1G52520"
"822","MULE transposase domain","AT1G76320"
"823","SWIM zinc finger","AT1G76320"
"824","FAR1 DNA-binding domain","AT1G76320"
"825","BolA-like protein","AT1G55805"
"826","Plant invertase/pectin methylesterase inhibitor","AT1G62760"
"827","Leucine Rich Repeat","AT1G07550"
"828","Protein tyrosine kinase","AT1G07550"
"829","Cytochrome P450","AT4G32170"
"830","PPR repeat","AT4G21065"
"831","ubiE/COQ5 methyltransferase family","AT1G23360"
"832","Homeobox domain","AT5G53980"
"833","WD domain, G-beta repeat","AT1G52730"
"834","NOL1/NOP2/sun family","AT4G26600"
"835","ATPase family associated with various cellular activities (AAA)","AT4G05380"
"836","Glycosyl hydrolase family 47","AT3G21160"
"837","UDP-glucoronosyl and UDP-glucosyl transferase","AT3G16520"
"838","Alanine dehydrogenase/PNT, C-terminal domain","AT4G33150"
"839","Saccharopine dehydrogenase","AT4G33150"
"840","Alanine dehydrogenase/PNT, N-terminal domain","AT4G33150"
"841","LOR/SDH bifunctional enzyme conserved region","AT4G33150"
"842","Signal recognition particle 9 kDa protein (SRP9)","AT3G49100"
"843","FBD","AT3G51530"
"844","F-box domain","AT3G51530"
"845","Leucine Rich Repeat","AT3G51530"
"846","D-arabinono-1,4-lactone oxidase","AT2G46740"
"847","FAD binding domain","AT2G46740"
"848","DDT domain","AT5G35210"
"849","PHD-finger","AT5G35210"
"850","Peptide methionine sulfoxide reductase","AT2G18030"
"851","Domain of unknown function (DUF1785)","AT1G48410"
"852","Piwi domain","AT1G48410"
"853","PAZ domain","AT1G48410"
"854","DHHC zinc finger domain","AT2G14255"
"855","Ankyrin repeat","AT2G14255"
"856","SPX domain","AT1G63010"
"857","Major Facilitator Superfamily","AT1G63010"
"858","T-complex protein 11","AT1G22930"
"859","Phosphoinositide-specific phospholipase C, efhand-like","AT4G38530"
"860","Phosphatidylinositol-specific phospholipase C, X domain","AT4G38530"
"861","Phosphatidylinositol-specific phospholipase C, Y domain","AT4G38530"
"862","C2 domain","AT4G38530"
"863","B3 DNA binding domain","AT3G53310"
"864","F-box associated","AT1G23037"
"865","FHA domain","AT3G54350"
"866","RNA pseudouridylate synthase","AT1G78910"
"867","NB-ARC domain","AT3G50950"
"868","F-box domain","AT1G64840"
"869","Protein of unknown function (DUF295)","AT1G64840"
"870","Saposin-like type B, region 1","AT5G01800"
"871","Saposin-like type B, region 2","AT5G01800"
"872","NB-ARC domain","AT5G05400"
"873","Ubiquitin-conjugating enzyme","AT5G53300"
"874","Cellulose synthase","AT4G32410"
"875","Leucine rich repeat N-terminal domain","AT5G48940"
"876","Leucine Rich Repeat","AT5G48940"
"877","Protein kinase domain","AT5G48940"
"878","Domain of unknown function (DUF814)","AT5G11500"
"879","RNA polymerase Rpb1, domain 2","AT1G63020"
"880","RNA polymerase Rpb1, domain 1","AT1G63020"
"881","RNA polymerase Rpb1, domain 3","AT1G63020"
"882","RNA polymerase Rpb1, domain 4","AT1G63020"
"883","Protein of unknown function (DUF3223)","AT1G63020"
"884","RNA polymerase Rpb1, domain 5","AT1G63020"
"885","ABC transporter","AT5G61740"
"886","Oxidoreductase family, NAD-binding Rossmann fold","AT1G66130"
"887","RecF/RecN/SMC N terminal domain","AT5G61460"
"888","Multicopper oxidase","AT3G13390"
"889","PPR repeat","AT3G59040"
"890","Protein of unknown function (DUF3675)","AT1G14260"
"891","Zinc finger, C3HC4 type (RING finger)","AT1G14260"
"892","BTB/POZ domain","AT3G61600"
"893","BTB And C-terminal Kelch","AT3G61600"
"894","Cellulose synthase","AT2G32530"
"895","Translation initiation factor IF-2, N-terminal region","AT1G17220"
"896","Elongation factor Tu GTP binding domain","AT1G17220"
"897","Translation-initiation factor 2","AT1G17220"
"898","Elongation factor Tu domain 2","AT1G17220"
"899","BURP domain","AT1G70370"
"900","alpha/beta hydrolase fold","AT2G19550"
"901","Glycosyltransferase family 20","AT4G27550"
"902","Trehalose-phosphatase","AT4G27550"
"903","Ribosomal protein L1p/L10e family","AT3G58660"
"904","Cytosol aminopeptidase family, catalytic domain","AT2G24200"
"905","Cytosol aminopeptidase family, N-terminal domain","AT2G24200"
"906","Trehalose-phosphatase","AT1G22210"
"907","Helix-loop-helix DNA-binding domain","AT3G07340"
"908","PA domain","AT1G04110"
"909","Subtilase family","AT1G04110"
"910","Peptidase inhibitor I9","AT1G04110"
"911","Leucine rich repeat N-terminal domain","AT5G23400"
"912","Leucine Rich Repeat","AT5G23400"
"913","Glycosyl hydrolases family 17","AT1G77790"
"914","NB-ARC domain","AT5G56220"
"915","Ribosomal protein S16","AT5G56940"
"916","Plant self-incompatibility protein S1","AT1G51250"
"917","Protein of unknown function DUF88","AT4G20480"
"918","Dimerisation domain","AT3G53140"
"919","O-methyltransferase","AT3G53140"
"920","MULE transposase domain","AT1G49920"
"921","SWIM zinc finger","AT1G49920"
"922","MuDR family transposase","AT1G49920"
"923","Protein of unknown function (DUF1664)","AT1G24267"
"924","Myb-like DNA-binding domain","AT3G13040"
"925","PB1 domain","AT1G62390"
"926","Myb-like DNA-binding domain","AT5G26660"
"927","YT521-B-like family","AT1G09810"
"928","Protein kinase domain","AT5G09890"
"929","Protein kinase C terminal domain","AT5G09890"
"930","Chalcone and stilbene synthases, N-terminal domain","AT1G02050"
"931","Chalcone and stilbene synthases, C-terminal domain","AT1G02050"
"932","MA3 domain","AT4G24800"
"933","Protein of unknown function DUF260","AT3G02550"
"934","Helicase associated domain (HA2)","AT1G32490"
